proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RDispose.vb,69,24,12,33,1,1,3,1,0,2385,2.38 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\REnum.vb,111,7,21,83,1,3,2,6,0,3771,3.77 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RReturn.vb,60,7,11,42,1,5,2,0,0,1940,1.94 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RType.vb,301,75,31,195,1,17,1,7,4,11683,11.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\CType\ICType.vb,18,7,5,6,1,0,0,1,0,426,426 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\CType\ITupleConstructor.vb,10,0,3,7,1,0,0,3,0,277,277 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RApiReturnAttribute.vb,58,13,9,36,1,3,2,2,0,2165,2.17 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RDefaultExpressionAttribute.vb,37,17,4,16,1,0,0,1,0,1269,1.27 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RDefaultValueAttribute.vb,43,9,8,26,1,1,1,2,0,1644,1.64 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RInteropAttribute.vb,70,15,16,39,6,3,3,2,0,2503,2.50 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RLazyExpressionAttribute.vb,7,0,2,5,1,0,0,0,0,220,220 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RListObjectArgumentAttribute.vb,86,9,12,65,1,0,0,3,0,3457,3.46 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\ROperatorAttribute.vb,21,4,5,12,1,1,1,1,0,576,576 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RPackageModuleAttribute.vb,9,3,1,5,1,0,0,0,0,310,310 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RPlotStyleCSSAttribute.vb,27,12,3,12,1,7,0,0,0,997,997 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RSuppressPrintAttribute.vb,99,75,6,18,1,0,0,1,0,10037,10.04 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RSymbolLanguageMaskAttribute.vb,46,12,12,22,4,3,1,3,0,1566,1.57 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\RSymbolTextArgumentAttribute.vb,37,8,5,24,1,0,0,1,0,1620,1.62 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\VectorMask\DefaultVectorParser.vb,38,5,3,30,1,0,0,1,0,1634,1.63 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\VectorMask\IVectorExpressionLiteral.vb,8,0,3,5,1,0,0,1,0,177,177 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RInteropAttributes\VectorMask\RRawVectorArgumentAttribute.vb,56,28,7,21,1,3,1,1,0,2236,2.24 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\ApiDocumentHelper.vb,74,0,10,64,1,0,0,2,0,2821,2.82 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\ListObjectArgumentMargin.vb,26,17,1,8,1,0,0,0,0,817,817 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\MethodInvoke.vb,46,0,10,36,1,2,0,2,0,1521,1.52 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\RArgumentList.vb,403,91,49,263,1,0,1,7,0,17583,17.58 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\RMethodArgument.vb,177,60,16,101,1,9,0,5,0,7107,7.11 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\RMethodInfo.vb,449,97,54,298,1,5,3,14,0,18642,18.64 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpApi\RuntimeValueLiteral.vb,47,3,8,36,1,3,1,2,0,1361,1.36 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpOperator\BinaryIndex.vb,224,41,30,153,1,1,2,7,0,8943,8.94 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpOperator\BinaryOperator.vb,118,27,14,77,1,3,1,2,0,4470,4.47 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpOperator\BinaryOperatorEngine.vb,201,30,27,144,1,0,9,1,0,15168,15.17 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpOperator\IBinaryOperator.vb,12,7,2,3,1,0,0,0,0,380,380 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Interop\RsharpOperator\ROperatorInvoke.vb,73,1,13,59,1,1,1,4,0,2480,2.48 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\Buffer.vb,88,7,14,67,1,2,1,3,0,3699,3.70 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\BufferHandler.vb,67,1,9,57,1,0,0,2,0,3120,3.12 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\BufferObject.vb,61,7,15,39,2,1,5,2,0,1759,1.76 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\BufferObjects.vb,21,3,5,13,1,0,0,0,0,585,585 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\bitmapBuffer.vb,67,7,14,46,1,2,5,2,0,1816,1.82 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\dataframeBuffer.vb,131,0,23,108,1,3,5,2,0,4696,4.70 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\listBuffer.vb,106,0,23,83,1,2,5,2,0,3535,3.54 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\messageBuffer.vb,153,3,34,116,3,9,5,4,0,5420,5.42 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\rawBuffer.vb,45,3,11,31,1,2,3,2,0,1199,1.20 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\rscriptBuffer.vb,51,0,10,41,1,2,4,1,0,1522,1.52 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\textBuffer.vb,62,3,14,45,1,2,5,1,0,1635,1.64 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Serialize\bufferObjects\vectorBuffer.vb,226,10,47,169,1,6,5,3,0,8099,8.10 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\InvokeParameter.vb,240,38,30,172,1,8,3,6,0,9153,9.15 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Message.vb,131,38,18,75,1,5,1,7,0,5112,5.11 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Rscript.vb,146,40,19,87,1,3,1,10,0,4930,4.93 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\RsharpDataObject.vb,26,3,5,18,1,1,0,1,0,762,762 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Symbol.vb,214,57,27,130,1,11,3,4,0,7504,7.50 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\TryError.vb,33,3,6,24,1,2,1,2,0,1032,1.03 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\TypeCode.vb,58,36,5,17,1,0,0,0,0,1537,1.54 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Interface\RFunction.vb,59,27,12,20,3,3,0,4,0,2041,2.04 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Interface\RIndexer.vb,10,0,4,6,1,0,0,1,0,244,244 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Interface\RNames.vb,63,30,11,22,4,1,0,11,0,2215,2.21 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Interface\RPipeline.vb,14,4,4,6,1,1,0,1,0,312,312 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\System\Interface\RPrint.vb,8,0,3,5,1,0,0,1,0,153,153 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\CLRVector.vb,257,14,27,216,1,0,0,7,0,10059,10.06 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Core.vb,255,51,41,163,3,0,0,8,0,10177,10.18 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\GetVectorElement.vb,233,45,30,158,1,5,3,8,0,8478,8.48 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\typedefine.vb,26,10,4,12,1,0,2,0,0,721,721 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\UnaryNot.vb,13,0,3,10,1,0,0,1,0,371,371 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\VectorTypes.vb,10,0,2,8,1,0,0,0,0,156,156 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Add.vb,37,3,5,29,1,0,0,1,0,1527,1.53 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Divide.vb,37,3,5,29,1,0,0,1,0,1551,1.55 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Exponent.vb,37,3,5,29,1,0,0,1,0,1567,1.57 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Modulo.vb,37,3,5,29,1,0,0,1,0,1553,1.55 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Multiply.vb,37,3,5,29,1,0,0,1,0,1567,1.57 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Runtime\Vectorization\Arithmetic\Subtract.vb,37,3,5,29,1,0,0,1,0,1567,1.57 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\HybridsEngine.vb,136,12,27,97,3,1,1,7,0,5271,5.27 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\IPCBuffer.vb,68,0,14,54,1,3,3,2,0,2392,2.39 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\LambdaCompiler.vb,52,1,10,41,1,0,0,2,0,2412,2.41 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\RFileSystem.vb,27,0,7,20,1,0,0,3,0,893,893 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\RuntimeError.vb,53,3,11,39,1,1,2,2,0,1684,1.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\AutoFileSave.vb,55,14,11,30,1,3,2,1,0,2087,2.09 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\Encoder.vb,84,13,11,60,1,0,0,3,0,3339,3.34 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\ProfileRecord.vb,59,4,15,40,2,10,1,2,0,1960,1.96 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\RSessionInfo.vb,137,44,18,75,1,13,0,1,0,5254,5.25 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\WmfWriter.vb,13,0,3,10,1,0,0,1,0,408,408 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Components\ZipFolder.vb,100,25,17,58,1,1,4,1,0,3510,3.51 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Config\ConfigFile.vb,88,14,13,61,1,5,1,5,0,3236,3.24 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Config\Defaults.vb,8,0,3,5,1,1,0,0,0,225,225 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Config\OptionHooks.vb,67,12,11,44,1,0,6,1,0,2177,2.18 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Config\Options.vb,361,124,46,191,1,18,6,4,0,14039,14.04 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Config\StartupConfigs.vb,12,0,4,8,1,1,0,1,0,318,318 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\AnnotationDocs.vb,93,21,15,57,1,0,1,2,0,3459,3.46 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Document.vb,63,0,8,55,1,10,0,2,0,2411,2.41 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\FunctionDeclare.vb,102,0,18,84,1,3,0,4,0,4289,4.29 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\MetaTextParser.vb,57,3,8,46,1,0,1,1,0,2211,2.21 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\CodeAnalysis\SymbolAnalysis.vb,303,9,53,241,3,0,26,5,0,13282,13.28 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Inspector\ExpressionFormatter.vb,30,0,11,19,1,0,3,0,0,724,724 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Printer\ConsoleMarkdownPrinter.vb,116,0,27,89,1,0,4,0,0,4174,4.17 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Printer\HtmlMarkdownPrinter.vb,77,0,18,59,1,0,2,0,0,2977,2.98 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Printer\ScriptFormatterPrinter.vb,96,0,14,82,1,0,0,6,0,4398,4.40 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\Printer\UnixManPagePrinter.vb,89,0,11,78,1,0,1,2,0,3680,3.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\ShellScript\ArgumentInfo.vb,53,3,11,39,1,0,1,2,0,1637,1.64 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\ShellScript\CommandLineArgument.vb,24,0,5,19,1,6,0,1,0,700,700 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\ShellScript\DefaultFormatter.vb,46,0,8,38,1,0,0,3,0,1853,1.85 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Document\ShellScript\ShellScript.vb,475,16,85,374,1,2,31,5,0,20677,20.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\ImportsPackage.vb,290,46,42,202,1,0,3,8,0,12080,12.08 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\LibDLL.vb,132,16,18,98,1,0,0,3,0,5362,5.36 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\Package.vb,165,31,26,108,1,8,2,5,0,5587,5.59 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageLoader.vb,78,18,10,50,1,0,0,4,0,3027,3.03 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageManager.vb,404,137,62,205,1,2,6,12,0,19577,19.58 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\zzz.vb,56,15,8,33,1,0,2,0,0,1974,1.97 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\Database\LocalPackageDatabase.vb,125,21,16,88,1,4,0,8,0,4818,4.82 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\Database\PackageLoaderEntry.vb,147,40,19,88,2,10,1,3,0,4983,4.98 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\Repository.vb,50,20,9,21,1,0,0,3,0,1918,1.92 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\metadata\coreProperties.vb,83,0,17,66,2,6,1,2,0,3950,3.95 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\metadata\nuspec.vb,387,259,24,104,6,29,0,5,0,16218,16.22 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\metadata\OpenXMLSolver.vb,28,0,5,23,1,0,0,3,0,1434,1.43 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\web\Search.vb,44,0,10,34,4,21,0,0,0,1342,1.34 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\NuGet\web\WebRequest.vb,43,3,10,30,2,0,3,1,0,1353,1.35 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\AssemblyPack.vb,69,19,9,41,1,3,0,4,0,2655,2.65 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\CreatePackage.vb,505,63,72,370,1,0,0,13,0,21193,21.19 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Dependency.vb,63,4,11,48,1,2,3,2,0,2414,2.41 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\DESCRIPTION.vb,91,8,11,72,1,11,0,3,0,3493,3.49 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\PackageLoader.vb,330,73,49,208,1,0,0,9,0,13245,13.24 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\PackageModel.vb,402,30,68,304,1,9,9,2,0,17191,17.19 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\PackageNamespace.vb,121,23,17,81,1,10,3,4,0,4911,4.91 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RAnnotation.vb,43,0,9,34,1,0,2,1,0,1716,1.72 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RBinary.vb,102,0,12,90,1,0,2,4,0,4575,4.58 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RBreakControls.vb,44,3,7,34,1,0,2,1,0,1618,1.62 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RCallFunction.vb,187,0,31,156,1,0,2,9,0,8816,8.82 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RClosure.vb,61,3,12,46,1,0,3,1,0,2377,2.38 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RCommandLine.vb,43,0,9,34,1,0,2,1,0,1621,1.62 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RElse.vb,42,0,9,33,1,0,3,1,0,1662,1.66 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RExpression.vb,48,15,8,25,1,0,2,1,0,1749,1.75 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RExprLiteral.vb,39,0,9,30,1,0,2,1,0,1558,1.56 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RFor.vb,66,0,14,52,1,0,3,1,0,2690,2.69 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RFunction.vb,201,0,39,162,1,0,2,6,0,8820,8.82 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RIf.vb,67,0,12,55,1,0,4,1,0,2789,2.79 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RJSON.vb,60,3,12,45,1,0,2,1,0,2344,2.34 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RLiteral.vb,103,0,14,89,1,0,4,3,0,4742,4.74 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RRequire.vb,52,5,10,37,1,0,3,1,0,2117,2.12 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RReturns.vb,37,0,9,28,1,0,2,1,0,1315,1.31 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RStringInterpolation.vb,48,0,11,37,1,0,3,1,0,1803,1.80 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RSymbol.vb,79,0,14,65,1,0,3,1,0,3169,3.17 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RSymbolAssign.vb,99,2,20,77,1,0,4,3,0,4158,4.16 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RSymbolIndex.vb,89,0,17,72,1,0,5,1,0,3790,3.79 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RSymbolReference.vb,86,0,15,71,1,0,4,3,0,3768,3.77 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RTryCatch.vb,47,0,9,38,1,0,3,1,0,2053,2.05 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RTypeOf.vb,46,0,9,37,1,0,2,1,0,1715,1.72 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RUnary.vb,72,0,13,59,1,0,4,1,0,2852,2.85 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RVector.vb,48,0,11,37,1,0,3,1,0,1750,1.75 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\PatternMatch.vb,33,7,6,20,1,0,1,2,0,1138,1.14 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\Rbuildignore.vb,69,22,11,36,2,0,1,3,0,2377,2.38 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\RegularMatch.vb,29,6,6,17,1,0,1,3,0,920,920 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\BlockReader.vb,134,6,28,100,1,3,1,7,0,6684,6.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\ExpressionTypes.vb,74,6,16,52,1,0,0,0,0,1371,1.37 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\Writer.vb,261,31,41,189,1,24,3,5,0,11456,11.46 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\argumentSequencetest.vb,24,1,6,17,1,0,2,0,0,673,673 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\bufferTest.vb,91,64,27,0,0,0,0,0,0,2737,2.74 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\configTest.vb,20,0,6,14,1,0,2,0,0,417,417 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\createException.vb,16,0,4,12,1,0,1,0,0,420,420 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\debuggerTest.vb,13,0,4,9,1,0,1,0,0,285,285 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\defaultValueTest.vb,44,0,13,31,2,1,3,0,0,1222,1.22 KB
